"order_date","order_year","order_month","month_number","category","sales","quantity","discount","profit"
"2017-03-04","2017","March","3","Office Supplies","2.464","1.0","20.0","0.8624"
"2017-03-04","2017","March","3","Office Supplies","8.72","1.0","20.0","0.654"
"2017-07-31","2017","July","7","Office Supplies","56.56","2.0","0.0","15.2712"
"2017-07-31","2017","July","7","Furniture","36.96","7.0","0.0","11.4576"
"2017-05-14","2017","May","5","Office Supplies","3.76","2.0","0.0","1.0904"
"2017-05-14","2017","May","5","Office Supplies","14.7","5.0","0.0","6.615"
"2017-05-14","2017","May","5","Office Supplies","37.2","5.0","0.0","9.3"
"2017-05-14","2017","May","5","Technology","89.97","3.0","0.0","18.8937"
"2017-05-14","2017","May","5","Furniture","261.96","2.0","0.0","23.5764"
"2017-05-14","2017","May","5","Office Supplies","74.0","5.0","0.0","37.0"
"2017-05-22","2017","May","5","Technology","68.46","7.0","0.0","25.3302"
"2017-06-03","2017","June","6","Office Supplies","4.554","3.0","70.0","-3.4914"
"2017-06-03","2017","June","6","Office Supplies","5.2","2.0","20.0","0.585"
"2017-06-03","2017","June","6","Technology","205.992","1.0","20.0","-2.5749"
"2017-06-03","2017","June","6","Office Supplies","15.552","3.0","20.0","5.4432"
"2017-06-03","2017","June","6","Technology","503.96","5.0","20.0","50.396"
"2017-06-03","2017","June","6","Office Supplies","24.472","7.0","20.0","1.8354"
"2017-06-03","2017","June","6","Furniture","241.568","2.0","20.0","0.0"
"2017-06-03","2017","June","6","Technology","110.4","2.0","20.0","-4.14"
"2017-06-03","2017","June","6","Furniture","384.768","2.0","40.0","-115.4304"
"2017-06-03","2017","June","6","Technology","78.66","6.0","0.0","36.1836"
"2017-06-03","2017","June","6","Office Supplies","45.36","4.0","0.0","22.2264"
"2017-09-19","2017","September","9","Office Supplies","32.4","5.0","0.0","15.552"
"2017-10-28","2017","October","10","Technology","24.0","2.0","20.0","-2.7"
"2017-10-28","2017","October","10","Office Supplies","15.552","3.0","20.0","5.4432"
"2017-10-28","2017","October","10","Technology","26.176","2.0","20.0","-3.272"
"2017-11-17","2017","November","11","Office Supplies","1247.64","3.0","0.0","349.3392"
"2017-12-20","2017","December","12","Office Supplies","279.9","5.0","0.0","137.151"
"2017-12-20","2017","December","12","Office Supplies","50.352","3.0","20.0","17.6232"
"2017-12-20","2017","December","12","Office Supplies","34.02","3.0","0.0","16.6698"
"2017-03-06","2017","March","3","Office Supplies","23.88","6.0","0.0","8.1192"
"2017-03-06","2017","March","3","Office Supplies","11.52","4.0","0.0","5.6448"
"2017-03-06","2017","March","3","Office Supplies","286.93","7.0","0.0","140.5957"
"2017-03-06","2017","March","3","Technology","206.384","2.0","20.0","23.2182"
"2017-09-15","2017","September","9","Furniture","218.352","3.0","20.0","0.0"
"2017-09-15","2017","September","9","Furniture","529.9","5.0","0.0","105.98"
"2017-09-15","2017","September","9","Office Supplies","99.3","10.0","0.0","41.706"
"2017-09-15","2017","September","9","Office Supplies","108.96","2.0","0.0","30.5088"
"2017-09-15","2017","September","9","Office Supplies","2.688","1.0","20.0","0.84"
"2017-01-16","2017","January","1","Office Supplies","5443.96","4.0","0.0","2504.2216"
"2017-01-16","2017","January","1","Furniture","302.67","3.0","0.0","72.6408"
"2017-01-16","2017","January","1","Office Supplies","56.07","7.0","0.0","25.2315"
"2017-12-04","2017","December","12","Office Supplies","8.8","5.0","0.0","2.552"
"2017-12-04","2017","December","12","Technology","142.8","1.0","0.0","29.988"
"2017-12-04","2017","December","12","Technology","399.95","5.0","0.0","143.982"
"2017-11-16","2017","November","11","Office Supplies","73.68","6.0","0.0","34.6296"
"2017-11-16","2017","November","11","Furniture","139.92","2.0","0.0","23.7864"
"2017-11-16","2017","November","11","Technology","107.88","3.0","20.0","10.788"
"2017-11-16","2017","November","11","Office Supplies","33.29","1.0","0.0","7.9896"
"2017-05-14","2017","May","5","Office Supplies","58.17","5.0","70.0","-46.536"
"2017-05-14","2017","May","5","Office Supplies","5.04","2.0","20.0","1.764"
"2017-05-14","2017","May","5","Office Supplies","24.784","1.0","20.0","7.745"
"2017-12-16","2017","December","12","Office Supplies","13.36","2.0","0.0","6.4128"
"2017-12-16","2017","December","12","Office Supplies","158.9","5.0","0.0","7.945"
"2017-03-31","2017","March","3","Office Supplies","33.62","5.0","80.0","-90.774"
"2017-02-05","2017","February","2","Office Supplies","243.992","4.0","80.0","-426.986"
"2017-02-05","2017","February","2","Office Supplies","7.12","5.0","20.0","0.712"
"2017-03-03","2017","March","3","Technology","1049.44","8.0","0.0","440.7648"
"2017-03-03","2017","March","3","Furniture","170.352","3.0","20.0","-17.0352"
"2017-07-21","2017","July","7","Office Supplies","101.94","6.0","0.0","29.5626"
"2017-07-21","2017","July","7","Technology","271.96","4.0","0.0","67.99"
"2017-07-21","2017","July","7","Furniture","8.8","5.0","0.0","3.872"
"2017-07-21","2017","July","7","Office Supplies","19.68","6.0","0.0","5.7072"
"2017-07-21","2017","July","7","Furniture","302.94","3.0","0.0","69.6762"
"2017-07-21","2017","July","7","Office Supplies","14.94","3.0","0.0","7.1712"
"2017-07-21","2017","July","7","Office Supplies","231.72","2.0","0.0","11.586"
"2017-04-23","2017","April","4","Office Supplies","11.76","5.0","70.0","-7.84"
"2017-04-23","2017","April","4","Office Supplies","5.344","1.0","20.0","1.8704"
"2017-06-17","2017","June","6","Office Supplies","146.352","3.0","20.0","-32.9292"
"2017-01-13","2017","January","1","Office Supplies","32.4","5.0","0.0","15.552"
"2017-01-13","2017","January","1","Office Supplies","209.94","6.0","0.0","54.5844"
"2017-01-13","2017","January","1","Office Supplies","4164.05","5.0","0.0","83.281"
"2017-01-13","2017","January","1","Furniture","212.94","3.0","0.0","53.235"
"2017-05-06","2017","May","5","Office Supplies","68.541","11.0","70.0","-52.5481"
"2017-05-06","2017","May","5","Technology","627.168","4.0","20.0","70.5564"
"2017-05-06","2017","May","5","Office Supplies","122.12","5.0","20.0","39.689"
"2017-11-27","2017","November","11","Office Supplies","6.99","3.0","0.0","2.0271"
"2017-11-27","2017","November","11","Office Supplies","107.424","6.0","20.0","36.2556"
"2017-08-05","2017","August","8","Office Supplies","125.88","6.0","0.0","60.4224"
"2017-08-05","2017","August","8","Technology","79.78","2.0","0.0","29.5186"
"2017-08-05","2017","August","8","Office Supplies","133.2","9.0","0.0","66.6"
"2017-09-08","2017","September","9","Office Supplies","42.616","7.0","80.0","-68.1856"
"2017-09-08","2017","September","9","Technology","319.984","2.0","20.0","107.9946"
"2017-09-08","2017","September","9","Office Supplies","45.92","5.0","20.0","15.498"
"2017-09-08","2017","September","9","Furniture","21.184","2.0","60.0","-11.6512"
"2017-09-08","2017","September","9","Office Supplies","20.736","4.0","20.0","7.2576"
"2017-09-08","2017","September","9","Furniture","213.43","5.0","30.0","-39.637"
"2017-02-20","2017","February","2","Technology","333.576","3.0","20.0","25.0182"
"2017-02-20","2017","February","2","Technology","31.992","1.0","20.0","4.7988"
"2017-02-20","2017","February","2","Office Supplies","51.168","2.0","20.0","-6.396"
"2017-02-20","2017","February","2","Office Supplies","10.64","5.0","20.0","3.857"
"2017-02-20","2017","February","2","Furniture","68.704","2.0","20.0","16.3172"
"2017-02-20","2017","February","2","Furniture","386.91","9.0","50.0","-185.7168"
"2017-10-26","2017","October","10","Furniture","356.85","5.0","0.0","60.6645"
"2017-10-26","2017","October","10","Office Supplies","251.58","7.0","0.0","113.211"
"2017-05-12","2017","May","5","Furniture","42.85","5.0","0.0","15.426"
"2017-05-12","2017","May","5","Office Supplies","6.16","2.0","0.0","2.9568"
"2017-05-12","2017","May","5","Office Supplies","17.0","2.0","0.0","4.42"
"2017-05-12","2017","May","5","Technology","87.4","5.0","0.0","34.96"
"2017-05-25","2017","May","5","Office Supplies","29.84","2.0","0.0","13.428"
"2017-09-02","2017","September","9","Office Supplies","10.9","1.0","0.0","2.834"
"2017-09-02","2017","September","9","Office Supplies","79.92","4.0","0.0","37.5624"
"2017-09-02","2017","September","9","Office Supplies","146.82","3.0","0.0","73.41"
"2017-01-01","2017","January","1","Office Supplies","3.6","2.0","0.0","1.728"
"2017-03-10","2017","March","3","Technology","111.96","4.0","0.0","21.2724"
"2017-12-02","2017","December","12","Office Supplies","12.16","5.0","20.0","2.128"
"2017-07-31","2017","July","7","Office Supplies","17.52","4.0","0.0","8.4096"
"2017-07-31","2017","July","7","Office Supplies","155.88","6.0","0.0","54.558"
"2017-08-11","2017","August","8","Office Supplies","477.51","11.0","0.0","219.6546"
"2017-09-30","2017","September","9","Office Supplies","164.88","3.0","0.0","80.7912"
"2017-07-21","2017","July","7","Office Supplies","16.34","2.0","0.0","7.6798"
"2017-07-21","2017","July","7","Furniture","225.296","2.0","20.0","22.5296"
"2017-07-21","2017","July","7","Office Supplies","50.352","3.0","20.0","17.6232"
"2017-08-18","2017","August","8","Office Supplies","9.912","3.0","20.0","1.239"
"2017-12-14","2017","December","12","Furniture","266.352","6.0","60.0","-292.9872"
"2017-12-14","2017","December","12","Furniture","56.328","3.0","60.0","-26.7558"
"2017-12-14","2017","December","12","Technology","39.264","3.0","20.0","-4.908"
"2017-12-14","2017","December","12","Office Supplies","95.232","6.0","20.0","24.9984"
"2017-09-19","2017","September","9","Technology","149.95","5.0","0.0","31.4895"
"2017-09-19","2017","September","9","Office Supplies","23.32","2.0","0.0","6.0632"
"2017-09-19","2017","September","9","Office Supplies","16.74","3.0","0.0","4.8546"
"2017-09-04","2017","September","9","Office Supplies","14.82","6.0","0.0","6.9654"
"2017-08-10","2017","August","8","Office Supplies","177.2","5.0","0.0","83.284"
"2017-07-06","2017","July","7","Furniture","122.136","3.0","20.0","-13.7403"
"2017-06-16","2017","June","6","Technology","479.952","6.0","20.0","107.9892"
"2017-06-16","2017","June","6","Office Supplies","23.92","5.0","20.0","1.794"
"2017-11-13","2017","November","11","Technology","629.95","5.0","0.0","163.787"
"2017-12-11","2017","December","12","Office Supplies","14.952","1.0","20.0","5.0463"
"2017-12-11","2017","December","12","Office Supplies","17.94","3.0","0.0","8.073"
"2017-12-11","2017","December","12","Technology","116.98","2.0","0.0","29.245"
"2017-09-15","2017","September","9","Furniture","47.4","5.0","0.0","18.96"
"2017-09-15","2017","September","9","Furniture","512.96","4.0","0.0","143.6288"
"2017-09-15","2017","September","9","Technology","395.94","6.0","0.0","102.9444"
"2017-09-15","2017","September","9","Office Supplies","81.96","2.0","0.0","0.0"
"2017-12-02","2017","December","12","Office Supplies","32.776","1.0","20.0","2.4582"
"2017-06-26","2017","June","6","Office Supplies","272.94","3.0","0.0","0.0"
"2017-04-20","2017","April","4","Furniture","317.058","3.0","30.0","-18.1176"
"2017-04-20","2017","April","4","Office Supplies","15.76","2.0","20.0","3.546"
"2017-04-20","2017","April","4","Furniture","14.56","5.0","60.0","-6.188"
"2017-09-19","2017","September","9","Office Supplies","35.4","5.0","0.0","13.452"
"2017-12-09","2017","December","12","Office Supplies","419.4","5.0","20.0","146.79"
"2017-12-09","2017","December","12","Office Supplies","13.005","3.0","70.0","-9.9705"
"2017-01-28","2017","January","1","Technology","449.91","9.0","0.0","157.4685"
"2017-07-25","2017","July","7","Furniture","20.096","4.0","20.0","3.0144"
"2017-07-25","2017","July","7","Office Supplies","37.752","3.0","20.0","4.2471"
"2017-07-25","2017","July","7","Furniture","138.588","1.0","40.0","-34.647"
"2017-07-25","2017","July","7","Office Supplies","259.92","5.0","20.0","-25.992"
"2017-07-25","2017","July","7","Office Supplies","20.736","4.0","20.0","7.2576"
"2017-12-25","2017","December","12","Office Supplies","3.856","1.0","20.0","1.3978"
"2017-09-14","2017","September","9","Office Supplies","3.882","2.0","70.0","-2.588"
"2017-09-14","2017","September","9","Technology","12.585","1.0","70.0","-18.0385"
"2017-09-14","2017","September","9","Furniture","113.372","2.0","30.0","-29.1528"
"2017-09-14","2017","September","9","Office Supplies","18.312","4.0","70.0","-12.208"
"2017-09-14","2017","September","9","Furniture","127.936","8.0","20.0","4.7976"
"2017-09-14","2017","September","9","Technology","241.17","2.0","70.0","-168.819"
"2017-12-28","2017","December","12","Office Supplies","1.68","5.0","80.0","-2.688"
"2017-12-28","2017","December","12","Furniture","7.968","3.0","60.0","-2.3904"
"2017-12-28","2017","December","12","Furniture","113.372","2.0","30.0","-3.2392"
"2017-12-28","2017","December","12","Furniture","2.96","2.0","60.0","-1.406"
"2017-11-02","2017","November","11","Office Supplies","168.1","5.0","0.0","43.706"
"2017-07-21","2017","July","7","Office Supplies","17.48","4.0","0.0","4.5448"
"2017-10-15","2017","October","10","Office Supplies","152.65","5.0","0.0","70.219"
"2017-10-15","2017","October","10","Furniture","22.72","1.0","0.0","9.3152"
"2017-02-05","2017","February","2","Office Supplies","1640.7","5.0","0.0","459.396"
"2017-02-05","2017","February","2","Technology","371.2","5.0","20.0","41.76"
"2017-12-23","2017","December","12","Office Supplies","62.04","4.0","0.0","17.3712"
"2017-12-23","2017","December","12","Technology","494.97","3.0","0.0","148.491"
"2017-12-23","2017","December","12","Office Supplies","367.96","4.0","0.0","14.7184"
"2017-12-23","2017","December","12","Office Supplies","44.96","2.0","0.0","20.6816"
"2017-12-23","2017","December","12","Office Supplies","182.94","3.0","0.0","85.9818"
"2017-04-17","2017","April","4","Office Supplies","28.14","3.0","0.0","13.5072"
"2017-04-17","2017","April","4","Office Supplies","7.38","2.0","0.0","3.4686"
"2017-04-17","2017","April","4","Office Supplies","10.9","5.0","0.0","3.597"
"2017-04-17","2017","April","4","Technology","274.89","11.0","0.0","46.7313"
"2017-04-17","2017","April","4","Office Supplies","23.04","8.0","0.0","11.2896"
"2017-04-17","2017","April","4","Furniture","218.352","3.0","20.0","-19.1058"
"2017-12-01","2017","December","12","Office Supplies","10.368","2.0","20.0","3.6288"
"2017-09-10","2017","September","9","Technology","37.056","4.0","20.0","8.8008"
"2017-09-10","2017","September","9","Technology","259.896","2.0","40.0","-56.3108"
"2017-04-25","2017","April","4","Office Supplies","19.05","3.0","0.0","8.763"
"2017-04-25","2017","April","4","Office Supplies","73.344","3.0","20.0","27.504"
"2017-09-18","2017","September","9","Technology","95.68","8.0","0.0","26.7904"
"2017-09-18","2017","September","9","Office Supplies","50.96","7.0","0.0","24.4608"
"2017-09-18","2017","September","9","Office Supplies","113.94","3.0","0.0","34.182"
"2017-09-18","2017","September","9","Office Supplies","25.92","4.0","0.0","12.4416"
"2017-09-18","2017","September","9","Furniture","20.32","4.0","0.0","6.9088"
"2017-09-18","2017","September","9","Technology","411.98","2.0","0.0","119.4742"
"2017-09-18","2017","September","9","Office Supplies","34.48","2.0","0.0","9.9992"
"2017-09-18","2017","September","9","Office Supplies","244.55","5.0","0.0","114.9385"
"2017-08-18","2017","August","8","Office Supplies","10.782","3.0","70.0","-7.9068"
"2017-07-24","2017","July","7","Technology","2399.96","5.0","20.0","839.986"
"2017-09-02","2017","September","9","Office Supplies","16.0","4.0","20.0","5.6"
"2017-09-02","2017","September","9","Office Supplies","5.588","2.0","80.0","-15.0876"
"2017-09-02","2017","September","9","Office Supplies","235.92","5.0","20.0","-44.235"
"2017-12-06","2017","December","12","Office Supplies","10.68","1.0","0.0","2.8836"
"2017-05-20","2017","May","5","Office Supplies","41.28","2.0","0.0","19.8144"
"2017-12-10","2017","December","12","Furniture","14.76","2.0","0.0","4.2804"
"2017-07-29","2017","July","7","Furniture","115.96","2.0","0.0","25.5112"
